Tournament,PlayerID,Name,FName,Club,Lineup,Position,Price,Owned,Captained
1114209,4665319,Estupinan,Pervis,ECU,possible,defender,5,4.07,0.00
1114209,4665321,Pacho,Willian,ECU,expected,defender,5,3.48,0.02
1114209,4665322,Preciado,Angelo,ECU,unexpected,defender,5,0.01,0.00
1114209,4665325,Porozo,Jackson,ECU,unexpected,defender,4.5,0.01,0.00
1114209,4665326,Caicedo,Moises,ECU,expected,midfielder,6,1.00,0.01
1114209,4665327,Franco,Alan,ECU,expected,midfielder,5,0.24,0.01
1114209,4665328,Paez,Kendry,ECU,unexpected,midfielder,7,0.01,0.00
1114209,4665329,Vite,Pedro,ECU,expected,midfielder,5.5,0.14,0.00
1114209,4665333,Plata,Gonzalo,ECU,expected,midfielder,7.5,0.53,0.01
1114209,4665334,Angulo,Nilson,ECU,expected,midfielder,5,0.25,0.00
1114209,4665335,Castillo,Denil,ECU,unexpected,midfielder,4.5,0.02,0.00
1114209,4665338,Minda,Alan,ECU,unexpected,midfielder,6,0.01,0.00
1114209,4665339,Yeboah,John,ECU,expected,midfielder,6.5,0.44,0.01
1114209,4665342,Arevalo,Jeremy,ECU,unexpected,forward,5.5,0.03,0.00
1114209,4665343,Valencia,Enner,ECU,expected,forward,8,2.90,0.13
1114209,4665344,Rodriguez,Kevin,ECU,possible,forward,7,0.01,0.00
1114209,4665345,Caicedo,Jordy,ECU,unexpected,forward,6.5,0.12,0.00
1114209,4665346,Shobeir,Oufa,EGY,expected,goalkeeper,4,16.18,0.00
1114209,4665347,Rabia,Ramy,EGY,expected,defender,4.5,0.01,0.00
1114209,4665348,El Shenawy,Mohamed,EGY,unexpected,goalkeeper,4.5,0.08,0.00
1114209,4665350,Abdelmonem ,Mohamed,EGY,injured,defender,4.5,0.14,0.00
1114209,4665351,Abdelmaguid,Hossam,EGY,injured,defender,4.5,0.00,0.00
1114209,4665354,Ibrahim,Yasser,EGY,expected,defender,4.5,0.43,0.00
1114209,4665355,Fatouh,Ahmed,EGY,expected,defender,4.5,0.29,0.01
1114209,4665356,Hany,Mohamed,EGY,expected,defender,4.5,1.86,0.00
1114209,4665357,Alaa,Tarek,EGY,unexpected,defender,4,0.01,0.00
1114209,4665358,Lasheen,Mohanad,EGY,suspended,midfielder,4.5,0.30,0.00
1114209,4665362,Ateya,Marwan,EGY,expected,midfielder,5,0.05,0.00
1114209,4665363,Marmoush,Omar,EGY,possible,forward,7,4.09,0.06
1114209,4665365,Trezeguet,Mahmoud,EGY,expected,midfielder,6.5,0.91,0.00
1114209,4665366,Zizo,Zizo,EGY,unexpected,midfielder,6,0.01,0.00
1114209,4665367,Saber,Mahmoud,EGY,expected,midfielder,4.5,0.00,0.00
1114209,4665368,Haissem,Hassan,EGY,unexpected,midfielder,5.5,0.00,0.00
1114209,4665369,Salah,Mohamed,EGY,expected,midfielder,7.5,11.23,0.51
1114209,4665370,Adel,Ibrahim,EGY,unexpected,midfielder,6,0.00,0.00
1114209,4665371,Ashour,Emam,EGY,expected,midfielder,4.5,4.22,0.00
1114209,4665372,Fathy,Hamdy,EGY,injured,midfielder,4.5,0.02,0.00
1114209,4665376,Trafford,James,ENG,unexpected,goalkeeper,5.5,0.03,0.00
1114209,4665377,Henderson,Dean,ENG,unexpected,goalkeeper,6,0.12,0.01
1114209,4665378,Pickford,Jordan,ENG,expected,goalkeeper,6.5,10.22,0.11
1114209,4665380,Burn,Dan,ENG,unexpected,defender,6,0.06,0.00
1114209,4665384,Guehi,Marc,ENG,expected,defender,6.5,6.12,0.03
1114209,4665385,James ,Reece,ENG,injured,defender,7,7.32,0.01
1114209,4665386,Konsa,Ezri,ENG,expected,defender,6.5,3.41,0.01
1114209,4665387,Stones,John,ENG,unexpected,defender,6,0.15,0.00
1114209,4665392,Watkins,Ollie,ENG,unexpected,forward,8.5,0.12,0.01
1114209,4665393,Eze,Eberechi,ENG,unexpected,midfielder,8,0.06,0.00
1114209,4665394,Gordon,Anthony,ENG,possible,midfielder,8,0.47,0.01
1114209,4665399,Rashford,Marcus,ENG,expected,midfielder,8.5,1.39,0.07
1114209,4665400,Rogers,Morgan,ENG,unexpected,midfielder,7,0.27,0.01
1114209,4665401,Anderson,Elliot,ENG,expected,midfielder,6,1.01,0.00
1114209,4665402,Rice,Declan,ENG,expected,midfielder,7,3.86,0.09
1114209,4665403,Bellingham,Jude,ENG,expected,midfielder,9.5,5.89,0.27
1114209,4665404,Madueke,Noni,ENG,unexpected,midfielder,7.5,0.22,0.01
1114209,4665406,Saka,Bukayo,ENG,expected,midfielder,9.5,3.31,0.15
1114209,4665409,Kane,Harry,ENG,expected,forward,12,37.72,19.13
1114209,4665410,Henderson,Jordan,ENG,unexpected,midfielder,5.5,0.01,0.00
1114209,4665411,Kounde,Jules,FRA,expected,defender,7,6.93,0.04
1114209,4665412,Konate,Ibrahima,FRA,unexpected,defender,6.5,1.11,0.00
1114209,4665413,Hernandez,Lucas,FRA,unexpected,defender,6,0.06,0.00
1114209,4665414,Gusto,Malo,FRA,unexpected,defender,7,0.25,0.00
1114209,4665415,Digne,Lucas,FRA,unexpected,defender,7,0.25,0.00
1114209,4665416,Upamecano,Dayot,FRA,expected,defender,6.5,5.40,0.01
1114209,4665418,Samba,Brice,FRA,unexpected,goalkeeper,6,0.08,0.00
1114209,4665419,Saliba,William,FRA,expected,defender,6.5,5.20,0.01
1114209,4665420,Maignan,Mike,FRA,expected,goalkeeper,6.5,6.76,0.01
1114209,4665421,Hernandez,Theo,FRA,expected,defender,7,7.27,0.05
1114209,4665422,Lacroix,Maxence,FRA,unexpected,defender,6,0.04,0.00
1114209,4665424,Zaire-Emery,Warren,FRA,unexpected,midfielder,5.5,0.02,0.00
1114209,4665425,Kone,Manu,FRA,possible,midfielder,6,0.14,0.00
1114209,4665427,Tchouameni,Aurelien,FRA,expected,midfielder,6,0.56,0.00
1114209,4665431,Olise,Michael,FRA,expected,midfielder,10,34.77,1.71
1114209,4665433,Akliouche,Maghnes,FRA,unexpected,midfielder,7.5,0.00,0.00
1114209,4665434,Mateta,Jean-Philippe,FRA,unexpected,forward,8,0.04,0.01
1114209,4665435,Rabiot,Adrien,FRA,expected,midfielder,6.5,0.38,0.00
1114209,4665436,Kante,N'Golo,FRA,unexpected,midfielder,6,0.03,0.01
1114209,4665437,Cherki,Rayan,FRA,unexpected,midfielder,7.5,1.74,0.04
1114209,4665438,Doue,Desire,FRA,expected,midfielder,9,0.92,0.01
1114209,4665440,Dembele,Ousmane,FRA,expected,midfielder,10.5,5.79,0.62
1114209,4665441,Barcola,Bradley,FRA,unexpected,midfielder,8.5,0.09,0.00
1114209,4665443,Thuram,Marcus,FRA,unexpected,forward,9,0.06,0.00
1114209,4665444,Mbappe,Kylian,FRA,expected,forward,12.5,51.36,14.80
1114209,4665445,Kimmich,Joshua,GER,expected,defender,6.5,42.74,0.16
1114209,4665446,Thiaw,Malick,GER,unexpected,defender,6,0.06,0.00
1114209,4665447,Anton,Waldemar,GER,unexpected,defender,6,0.04,0.00
1114209,4665448,Rudiger ,Antonio,GER,expected,defender,6,0.24,0.00
1114209,4665449,Brown,Nathaniel,GER,possible,defender,5.5,4.88,0.00
1114209,4665451,Schlotterbeck,Nico,GER,injured,defender,6,2.37,0.01
1114209,4665452,Raum,David,GER,expected,defender,6.5,3.46,0.01
1114209,4665454,Tah,Jonathan,GER,expected,defender,6,3.35,0.01
1114209,4665455,Nubel,Alexander,GER,unexpected,goalkeeper,5.5,0.04,0.00
1114209,4665456,Baumann,Oliver,GER,unexpected,goalkeeper,6,0.19,0.00
1114209,4665461,Gross,Pascal,GER,unexpected,midfielder,6,0.00,0.00
1114209,4665463,Wirtz,Florian,GER,expected,midfielder,9.5,15.24,0.65
1114209,4665464,Stiller,Angelo,GER,unexpected,midfielder,5.5,0.01,0.00
1114209,4665465,Goretzka,Leon,GER,unexpected,midfielder,6,0.37,0.00
1114209,4665466,Musiala,Jamal,GER,expected,midfielder,8.5,9.08,0.26
1114209,4665467,Pavlovic,Aleksandar,GER,expected,midfielder,5.5,0.49,0.01
1114209,4665471,Woltemade,Nick,GER,unexpected,forward,8,0.08,0.00
1114209,4665472,Sane,Leroy,GER,expected,midfielder,8.5,2.13,0.06
1114209,4665476,Undav,Deniz,GER,possible,forward,7.5,2.87,0.16
1114209,4665478,Beier,Maximilian,GER,unexpected,forward,6.5,0.08,0.00
1114209,4665479,Havertz,Kai,GER,expected,forward,9,19.31,1.30
1114209,4665480,Adjetey,Jonas,GHA,expected,defender,4.5,0.29,0.00
1114209,4665481,Mensah,Gideon,GHA,expected,defender,4.5,0.43,0.00
1114209,4665484,Ati Zigi,Lawrence,GHA,unexpected,goalkeeper,4.5,0.01,0.00
1114209,4665486,Peprah Oppong,Kojo,GHA,possible,defender,4.5,0.01,0.00
1114209,4665487,Seidu,Alidu,GHA,unexpected,defender,4,0.06,0.00
1114209,4665488,Asare,Benjamin,GHA,expected,goalkeeper,4.5,0.40,0.00
1114209,4665489,Anang,Joseph,GHA,unexpected,goalkeeper,4,0.03,0.00
1114209,4665491,Opoku,Jerome,GHA,unexpected,defender,4.5,0.06,0.00
1114209,4665492,Senaya,Marvin,GHA,expected,defender,4,1.51,0.00
1114209,4665493,Thomas-Asante,Brandon,GHA,unexpected,forward,5,0.08,0.00
1114209,4665495,Yirenkyi,Caleb,GHA,unexpected,midfielder,4.5,0.83,0.00
1114209,4665496,Adu,Prince,GHA,unexpected,forward,4.5,1.15,0.00
1114209,4665497,Fatawu,Issahaku,GHA,possible,midfielder,5.5,0.01,0.00
1114209,4665498,Semenyo,Antoine,GHA,expected,midfielder,6.5,3.78,0.04
1114209,4665499,Bonsu Baah,Christopher,GHA,unexpected,midfielder,5,0.02,0.00
1114209,4665501,Sibo,Kwasi,GHA,expected,midfielder,4.5,0.18,0.00
1114209,4665502,Williams,Inaki,GHA,unexpected,midfielder,6,0.39,0.00
1114209,4665503,Sulemana,Kamaldeen,GHA,expected,midfielder,5.5,0.01,0.00
1114209,4665504,Ayew,Jordan,GHA,expected,forward,7,0.79,0.00
1114209,4665505,Nuamah,Ernest,GHA,unexpected,midfielder,6,0.01,0.00
1114209,4665506,Owusu,Elisha,GHA,expected,midfielder,4.5,0.00,0.00
1114209,4665507,Partey,Thomas,GHA,expected,midfielder,5.5,0.11,0.00
1114209,4665511,Deedson,Louicius,HAI,gameweek_off,midfielder,5,0.00,0.00
1114209,4665512,Pierrot,Frantzdy,HAI,gameweek_off,forward,5,0.04,0.00
1114209,4665513,Duverne,Jean-Kevin,HAI,gameweek_off,defender,4,0.00,0.00
1114209,4665514,Paugain,Wilguens,HAI,gameweek_off,defender,4,0.00,0.00
1114209,4665516,Casimir,Josue,HAI,gameweek_off,midfielder,4.5,0.05,0.00
1114209,4665518,Jean Jacques,Danley,HAI,gameweek_off,midfielder,5,0.01,0.00
1114209,4665519,Ade,Ricardo,HAI,gameweek_off,defender,4,0.09,0.00
1114209,4665520,Nazon,Duckens,HAI,gameweek_off,forward,5.5,0.12,0.00
1114209,4665521,Pierre,Alexandre,HAI,gameweek_off,goalkeeper,4,0.01,0.00
1114209,4665522,Experience,Martin,HAI,gameweek_off,defender,4,0.01,0.00
1114209,4665523,Placide,Johny,HAI,gameweek_off,goalkeeper,4,0.67,0.00
1114209,4665525,Providence,Ruben,HAI,gameweek_off,midfielder,4.5,0.05,0.00
1114209,4665526,Delcroix,Hannes,HAI,gameweek_off,defender,4,0.08,0.00
1114209,4665527,Thermoncy,Keeto,HAI,gameweek_off,defender,4,0.01,0.00
1114209,4665529,Etienne Jr.,Derrick,HAI,gameweek_off,midfielder,5,0.00,0.00
1114209,4665530,Duverger,Josue,HAI,gameweek_off,goalkeeper,4,0.00,0.00
1114209,4665531,Lacroix,Duke,HAI,gameweek_off,defender,4,0.17,0.00
1114209,4665533,Arcus,Carlens,HAI,gameweek_off,defender,4,0.01,0.00
1114209,4665534,Fortune,Yassin,HAI,gameweek_off,forward,4.5,0.11,0.00
1114209,4665535,Metusala,Garven,HAI,gameweek_off,defender,4,0.01,0.00
1114209,4665536,Sainte,Carl,HAI,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4665537,Bellegarde,Jean-Ricner,HAI,gameweek_off,midfielder,5,0.04,0.00
1114209,4665539,Isidor,Wilson,HAI,gameweek_off,forward,5.5,0.65,0.00
1114209,4665540,Nemati,Ali,IRN,gameweek_off,defender,4.5,0.17,0.00
1114209,4665542,Halilzadeh,Shoja,IRN,gameweek_off,defender,4.5,0.11,0.00
1114209,4665543,Hardani,Saleh,IRN,gameweek_off,defender,4.5,0.06,0.00
1114209,4665545,Beiranvand,Alireza,IRN,gameweek_off,goalkeeper,4.5,0.34,0.00
1114209,4665546,Kanaani,Hossein,IRN,gameweek_off,defender,4.5,0.01,0.00
1114209,4665547,Mohammadi,Milad,IRN,gameweek_off,defender,4.5,0.07,0.00
1114209,4665548,Rezaeian,Ramin,IRN,gameweek_off,defender,4.5,0.49,0.00
1114209,4665549,Hosseini,Seyed Hossein ,IRN,gameweek_off,goalkeeper,4,0.03,0.00
1114209,4665550,Niazmand,Payam,IRN,gameweek_off,goalkeeper,4,0.00,0.00
1114209,4665551,Hajsafi,Ehsan,IRN,gameweek_off,defender,4,0.03,0.00
1114209,4665552,Yousefi,Arya,IRN,gameweek_off,defender,4,0.01,0.00
1114209,4665553,Mohebi,Mohammad,IRN,gameweek_off,midfielder,5.5,0.09,0.00
1114209,4665555,Ghoddos,Saman,IRN,gameweek_off,midfielder,5,0.11,0.00
1114209,4665556,Ghorbani,Mohammad,IRN,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4665557,Ezatolahi,Saeed,IRN,gameweek_off,midfielder,4.5,0.16,0.00
1114209,4665559,Ghayedi,Mehdi,IRN,gameweek_off,midfielder,5.5,0.03,0.00
1114209,4665561,Cheshmi,Roozbeh,IRN,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665562,Torabi,Mehdi,IRN,gameweek_off,midfielder,5,0.00,0.00
1114209,4665564,Jahanbakhsh,Alireza,IRN,gameweek_off,midfielder,5,0.01,0.00
1114209,4665565,Taremi,Mehdi,IRN,gameweek_off,forward,6.5,3.41,0.01
1114209,4665567,Moghanlou,Shahriar,IRN,gameweek_off,forward,5,0.02,0.00
1114209,4665568,Hosseinzadeh,Amirhossein,IRN,gameweek_off,midfielder,5.5,0.01,0.00
1114209,4665570,Alipour,Ali,IRN,gameweek_off,forward,4.5,0.14,0.00
1114209,4665571,Eckert Ayensa,Dennis,IRN,gameweek_off,forward,4.5,0.02,0.00
1114209,4665572,Hassan,Jalal,IRQ,gameweek_off,goalkeeper,4,0.02,0.00
1114209,4665573,Basil Fadhil,Ahmed,IRQ,gameweek_off,goalkeeper,4,0.31,0.00
1114209,4665574,Talib,Fahad,IRQ,gameweek_off,goalkeeper,4,0.01,0.00
1114209,4665575,Ali,Hussein,IRQ,gameweek_off,defender,4,0.09,0.00
1114209,4665576,Doski,Merchas,IRQ,gameweek_off,defender,4,0.14,0.00
1114209,4665577,Tahseen,Zaid,IRQ,gameweek_off,defender,4,0.03,0.00
1114209,4665578,Sulaka,Rebin,IRQ,gameweek_off,defender,4,0.00,0.00
1114209,4665579,Younis,Manaf,IRQ,gameweek_off,defender,4,0.00,0.00
1114209,4665581,Dhia Putros,Frans,IRQ,gameweek_off,defender,4,0.00,0.00
1114209,4665582,Hashim,Akam,IRQ,gameweek_off,defender,4,0.01,0.00
1114209,4665585,Bayesh,Ibrahim,IRQ,gameweek_off,midfielder,5,0.03,0.00
1114209,4665586,Al-Ammari,Amir,IRQ,gameweek_off,midfielder,5,0.02,0.00
1114209,4665587,Iqbal,Zidane,IRQ,gameweek_off,midfielder,4.5,0.07,0.00
1114209,4665592,Amyn,Youssef,IRQ,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665593,Jasim,Ali,IRQ,gameweek_off,midfielder,5,0.01,0.00
1114209,4665595,Sher,Aimar,IRQ,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665596,Farji,Marko,IRQ,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665598,Al-Hamadi,Ali,IRQ,gameweek_off,forward,5,1.37,0.00
1114209,4665599,Ali,Mohanad,IRQ,gameweek_off,forward,5.5,0.01,0.00
1114209,4665600,Hussein,Aymen,IRQ,gameweek_off,forward,5.5,0.24,0.00
1114209,4665601,Yousif,Ali,IRQ,gameweek_off,forward,4.5,0.24,0.00
1114209,4665602,Diallo,Amad,CIV,possible,midfielder,6.5,5.03,0.40
1114209,4665603,Kossounou,Odilon,CIV,expected,defender,4.5,0.89,0.00
1114209,4665604,Inao Oulai,Christ,CIV,expected,midfielder,4.5,0.06,0.00
1114209,4665605,Agbadou,Emmanuel,CIV,expected,defender,4.5,1.66,0.01
1114209,4665606,Konan,Ghislain,CIV,expected,defender,4.5,3.52,0.01
1114209,4665607,Diomande,Ousmane,CIV,possible,defender,4.5,0.01,0.00
1114209,4665608,Pepe,Nicolas,CIV,expected,midfielder,6,0.11,0.01
1114209,4665611,Toure,Bazoumana,CIV,unexpected,midfielder,6,0.00,0.00
1114209,4665613,Operi,Christopher,CIV,unexpected,defender,4,0.02,0.00
1114209,4665614,Kessie,Franck,CIV,expected,midfielder,5,6.29,0.05
1114209,4665615,Lafont,Alban,CIV,unexpected,goalkeeper,4,0.07,0.00
1114209,4665616,Fofana,Seko,CIV,unexpected,midfielder,5,0.13,0.00
1114209,4665617,Ndicka,Evan,CIV,unexpected,defender,4.5,0.02,0.00
1114209,4665618,Kone,Mohamed,CIV,unexpected,goalkeeper,4,0.01,0.00
1114209,4665619,Seri,Jean-Michael ,CIV,unexpected,midfielder,4.5,0.01,0.00
1114209,4665620,Doue,Guela,CIV,expected,defender,4.5,10.57,0.06
1114209,4665621,Sangare,Ibrahim,CIV,expected,midfielder,5,0.09,0.00
1114209,4665622,Fofana,Yahia,CIV,expected,goalkeeper,4.5,6.95,0.00
1114209,4665623,Diomande,Yan,CIV,expected,midfielder,7,6.56,1.03
1114209,4665624,Adingra,Simon,CIV,unexpected,midfielder,6.5,0.02,0.00
1114209,4665626,Singo,Wilfried,CIV,unexpected,defender,4.5,0.87,0.00
1114209,4665633,Diakite,Oumar,CIV,unexpected,forward,5.5,0.01,0.00
1114209,4665635,Wahi,Elye,CIV,unexpected,forward,5,0.22,0.01
1114209,4665636,Guessand,Evann,CIV,unexpected,forward,7,0.44,0.00
1114209,4665637,Itakura,Ko,JPN,unexpected,defender,5,0.68,0.00
1114209,4665640,Osako,Keisuke,JPN,unexpected,goalkeeper,4.5,0.01,0.00
1114209,4665641,Ito,Hiroki,JPN,expected,defender,5,0.70,0.00
1114209,4665642,Hayakawa,Tomoki,JPN,unexpected,goalkeeper,4,0.04,0.00
1114209,4665643,Sugawara,Yukinari,JPN,expected,defender,5,0.01,0.00
1114209,4665645,Suzuki,Zion,JPN,expected,goalkeeper,5,1.46,0.00
1114209,4665646,Taniguchi,Shogo,JPN,expected,defender,5,0.01,0.00
1114209,4665647,Tomiyasu,Takehiro,JPN,possible,defender,5,0.32,0.00
1114209,4665648,Machino,Shuto,JPN,unexpected,forward,6,0.01,0.00
1114209,4665649,Doan,Ritsu,JPN,expected,midfielder,7.5,0.16,0.01
1114209,4665650,Watanabe ,Tsuyoshi,JPN,unexpected,defender,4.5,0.08,0.00
1114209,4665651,Seko,Ayumu,JPN,expected,defender,5,0.00,0.00
1114209,4665652,Tanaka,Ao,JPN,expected,midfielder,5.5,0.14,0.00
1114209,4665653,Kubo,Takefusa,JPN,injured,midfielder,8,0.32,0.00
1114209,4665656,Kamada,Daichi,JPN,expected,midfielder,6.5,2.79,0.01
1114209,4665658,Ito,Junya,JPN,possible,midfielder,7.5,0.22,0.00
1114209,4665659,Ueda,Ayase,JPN,expected,forward,8,2.06,0.07
1114209,4665661,Suzuki,Junnosuke,JPN,unexpected,defender,4.5,0.01,0.00
1114209,4665663,Suzuki,Yuito,JPN,unexpected,midfielder,5.5,0.00,0.00
1114209,4665664,Nakamura,Keito,JPN,expected,midfielder,6.5,2.14,0.01
1114209,4665667,Ogawa,Koki,JPN,unexpected,forward,7,0.03,0.00
1114209,4665668,Sano,Kaishu,JPN,possible,midfielder,4.5,0.66,0.01
1114209,4665669,Maeda,Daizen,JPN,expected,midfielder,5.5,0.14,0.01
1114209,4665670,Goto,Keisuke,JPN,unexpected,forward,5,0.04,0.00
1114209,4665671,Abulaila,Yazeed,JOR,gameweek_off,goalkeeper,4,0.21,0.00
1114209,4665672,Nasib,Abdallah,JOR,gameweek_off,defender,4,0.04,0.00
1114209,4665673,Al-Arab,Yazan,JOR,gameweek_off,defender,4,0.04,0.00
1114209,4665674,Haddad,Ehsan,JOR,gameweek_off,defender,4,0.04,0.00
1114209,4665675,Bani Attiah,Noureddin,JOR,gameweek_off,goalkeeper,4,0.00,0.00
1114209,4665676,Abualnadi,Mohammad,JOR,gameweek_off,defender,4,0.01,0.00
1114209,4665677,Abu Hasheesh,Mohammad,JOR,gameweek_off,defender,4,0.01,0.00
1114209,4665678,Al-Fakhouri,Abdallah,JOR,gameweek_off,goalkeeper,4,0.00,0.00
1114209,4665680,Fakhoury,Odeh,JOR,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4665683,Al-Mardi,Mahmoud,JOR,gameweek_off,midfielder,5,0.02,0.00
1114209,4665684,Al-Rawabdeh,Noor,JOR,gameweek_off,midfielder,5,0.00,0.00
1114209,4665685,Abu Dahab,Husam,JOR,gameweek_off,defender,4,0.05,0.00
1114209,4665686,Ayed,Rajaei,JOR,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665687,Jamous,Amer,JOR,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665688,Olwan,Ali,JOR,gameweek_off,forward,5,0.76,0.00
1114209,4665689,Al-Daoud,Mohammad,JOR,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4665690,Abu Taha,Mohannad,JOR,gameweek_off,defender,4,0.06,0.00
1114209,4665691,Al-Rashdan,Nizar,JOR,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4665692,Obaid,Saleem,JOR,gameweek_off,defender,4,0.01,0.00
1114209,4665693,Al-Rosan,Saed,JOR,gameweek_off,defender,4,0.00,0.00
1114209,4665694,Saadeh,Ibrahim,JOR,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665697,Tamari,Mousa,JOR,gameweek_off,midfielder,5.5,0.05,0.00
1114209,4665698,Shararh,Shararh,JOR,gameweek_off,midfielder,5,0.00,0.00
1114209,4665701,Vasquez,Johan,MEX,expected,defender,5,5.08,0.01
1114209,4665702,Acevedo,Carlos,MEX,unexpected,goalkeeper,4.5,0.01,0.00
1114209,4665707,Gallardo,Jesus,MEX,expected,defender,5,3.05,0.00
1114209,4665708,Reyes,Israel,MEX,unexpected,defender,5,0.41,0.00
1114209,4665709,Montes,Cesar,MEX,unexpected,defender,5.5,1.00,0.01
1114209,4665710,Chavez,Mateo,MEX,unexpected,defender,4.5,0.04,0.00
1114209,4665711,Rangel,Raul,MEX,expected,goalkeeper,5,5.68,0.00
1114209,4665712,Ochoa,Guillermo,MEX,unexpected,goalkeeper,4.5,0.26,0.00
1114209,4665713,Sanchez,Jorge,MEX,expected,defender,5,0.23,0.00
1114209,4665715,Mora,Gilberto,MEX,expected,midfielder,5,0.10,0.00
1114209,4665717,Chavez,Luis,MEX,unexpected,midfielder,5,0.01,0.00
1114209,4665718,Lira,Erik,MEX,expected,midfielder,4.5,1.64,0.00
1114209,4665719,Romo,Luis,MEX,expected,midfielder,4.5,0.06,0.00
1114209,4665720,Alvarez,Edson,MEX,expected,midfielder,5.5,0.07,0.00
1114209,4665721,Pineda,Orbelin,MEX,unexpected,midfielder,6,0.03,0.00
1114209,4665722,Fidalgo,Alvaro,MEX,possible,midfielder,4.5,3.92,0.00
1114209,4665723,Vargas,Obed,MEX,unexpected,midfielder,4.5,0.05,0.00
1114209,4665724,Gutierrez,Brian,MEX,unexpected,midfielder,5,0.82,0.00
1114209,4665726,Vega,Alexis,MEX,unexpected,midfielder,8,0.11,0.00
1114209,4665727,Quinones,Julian,MEX,expected,forward,7,1.24,0.04
1114209,4665728,Alvarado,Roberto,MEX,expected,midfielder,6.5,1.43,0.00
1114209,4665729,Gimenez,Santiago,MEX,unexpected,forward,7.5,0.08,0.00
1114209,4665730,Jimenez,Raul,MEX,expected,forward,7.5,2.43,0.04
1114209,4665732,Huerta,Cesar,MEX,unexpected,midfielder,7,0.03,0.00
1114209,4665733,Gonzalez,Armando,MEX,unexpected,forward,6.5,0.08,0.00
1114209,4665735,Mazraoui,Noussair,MAR,expected,defender,5,3.66,0.02
1114209,4665737,Belammari,Youssef,MAR,unexpected,defender,4.5,0.05,0.00
1114209,4665738,Hakimi,Achraf,MAR,expected,defender,6,23.97,1.43
1114209,4665743,Salah-Eddine,Anass,MAR,possible,defender,5,0.03,0.00
1114209,4665744,El Kajoui,Munir,MAR,unexpected,goalkeeper,4.5,0.00,0.00
1114209,4665745,Bounou,Yassine,MAR,expected,goalkeeper,5,6.69,0.01
1114209,4665746,Riad,Chadi,MAR,expected,defender,5,0.67,0.00
1114209,4665748,Amrabat,Sofyan,MAR,unexpected,midfielder,4.5,0.07,0.00
1114209,4665749,Saibari,Ismael,MAR,expected,midfielder,7,22.64,3.57
1114209,4665751,Ounahi,Azzedine,MAR,expected,midfielder,6,0.15,0.00
1114209,4665753,El Khannouss,Bilal,MAR,expected,midfielder,5.5,0.77,0.01
1114209,4665754,Diaz,Brahim,MAR,expected,midfielder,8.5,5.99,0.80
1114209,4665755,El Ouahdi,Zakaria,MAR,unexpected,defender,5,0.01,0.00
1114209,4665756,El Aynaoui,Neil,MAR,expected,midfielder,5,0.50,0.01
1114209,4665758,Rahimi,Soufiane,MAR,possible,midfielder,6,0.21,0.00
1114209,4665762,El Kaabi,Ayoub,MAR,unexpected,forward,8,0.27,0.01
1114209,4665765,Verbruggen,Bart,NED,expected,goalkeeper,5.5,3.31,0.00
1114209,4665766,Flekken,Mark,NED,unexpected,goalkeeper,5,0.03,0.00
1114209,4665768,Hato,Jorrel,NED,unexpected,defender,5,0.04,0.00
1114209,4665769,Gakpo,Cody,NED,expected,midfielder,8.5,30.20,8.84
1114209,4665770,van Dijk,Virgil,NED,expected,defender,6,8.34,0.19
1114209,4665771,Ake,Nathan,NED,possible,defender,5.5,0.37,0.00
1114209,4665772,Kluivert,Justin,NED,unexpected,midfielder,6,0.01,0.00
1114209,4665774, van Hecke,Jan Paul,NED,expected,defender,5.5,0.32,0.00
1114209,4665775,Reijnders,Tijjani,NED,expected,midfielder,7.5,0.58,0.01
1114209,4665776,Malen,Donyell,NED,possible,midfielder,8,1.89,0.11
1114209,4665777,Wieffer,Mats,NED,unexpected,midfielder,5,0.03,0.00
1114209,4665778,Timber,Quinten,NED,unexpected,midfielder,5,0.01,0.00
1114209,4665779,Dumfries,Denzel,NED,expected,defender,6.5,21.49,0.48
1114209,4665782,Gravenberch,Ryan,NED,expected,midfielder,5.5,1.76,0.01
1114209,4665785,Depay,Memphis,NED,unexpected,forward,9,0.92,0.08
1114209,4665786,de Jong,Frenkie,NED,expected,midfielder,5.5,0.50,0.00
1114209,4665787,Lang,Noa,NED,unexpected,midfielder,6.5,0.04,0.00
1114209,4665788,Brobbey,Brian,NED,expected,forward,6.5,5.66,0.65
1114209,4665789,van de Ven,Micky,NED,expected,defender,5.5,2.19,0.01
1114209,4665790,Weghorst,Wout,NED,unexpected,forward,7,0.01,0.00
1114209,4665791,Koopmeiners,Teun,NED,unexpected,midfielder,6,0.01,0.00
1114209,4665792,Geertruida,Lutsharel,NED,unexpected,defender,5,0.00,0.00
