Tournament,PlayerID,Name,FName,Club,Lineup,Position,Price,Owned,Captained
1114209,4666243,Rekik,Omar,TUN,gameweek_off,defender,4,0.09,0.00
1114209,4666244,Hannibal,Hannibal,TUN,gameweek_off,midfielder,5.5,0.02,0.00
1114209,4666245,Skhiri,Ellyes,TUN,gameweek_off,midfielder,4.5,0.31,0.00
1114209,4666250,Belhadj Mahmoud,Mohamed,TUN,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4666252,Achouri,Elias,TUN,gameweek_off,midfielder,6,0.20,0.00
1114209,4666253,Saad,Elias,TUN,gameweek_off,midfielder,6,0.09,0.00
1114209,4666254,Gharbi,Ismael,TUN,gameweek_off,midfielder,5.5,0.00,0.00
1114209,4666257,Tounekti,Sebastian,TUN,gameweek_off,midfielder,5,0.01,0.00
1114209,4666258,Slimane,Anis,TUN,gameweek_off,midfielder,4.5,0.19,0.00
1114209,4666259,Ben Ouanes,Mortadha,TUN,gameweek_off,midfielder,5,0.00,0.00
1114209,4666262,Chaouat,Firas,TUN,gameweek_off,forward,5.5,0.11,0.00
1114209,4666263,Mastouri,Hazem,TUN,gameweek_off,forward,6,0.01,0.00
1114209,4666267,Cakir,Ugurcan,TUR,gameweek_off,goalkeeper,5,0.90,0.01
1114209,4666268,Bayindir,Altay,TUR,gameweek_off,goalkeeper,4.5,0.02,0.00
1114209,4666269,Gunok,Mert,TUR,gameweek_off,goalkeeper,4.5,0.00,0.00
1114209,4666270,Kadioglu,Ferdi,TUR,gameweek_off,defender,5,1.66,0.00
1114209,4666271,Demiral,Merih,TUR,gameweek_off,defender,5,0.24,0.00
1114209,4666272,Celik,Zeki,TUR,gameweek_off,defender,5,0.15,0.00
1114209,4666273,Muldur,Mert,TUR,gameweek_off,defender,5,0.01,0.00
1114209,4666274,Bardakci,Abdulkerim,TUR,gameweek_off,defender,5,0.16,0.00
1114209,4666275,Elmali,Eren,TUR,gameweek_off,defender,5,0.00,0.00
1114209,4666276,Akaydin,Samet,TUR,gameweek_off,defender,5,0.01,0.00
1114209,4666277,Soyuncu,Caglar,TUR,gameweek_off,defender,4.5,0.01,0.00
1114209,4666279,Kabak,Ozan,TUR,gameweek_off,defender,4.5,0.01,0.00
1114209,4666280,Guler,Arda,TUR,gameweek_off,midfielder,7.5,3.49,0.04
1114209,4666281,Kokcu,Orkun,TUR,gameweek_off,midfielder,6,0.00,0.00
1114209,4666282,Calhanoglu,Hakan,TUR,gameweek_off,midfielder,7.5,0.86,0.01
1114209,4666283,Yuksek,Ismail,TUR,gameweek_off,midfielder,5,0.11,0.00
1114209,4666284,Ozcan,Salih,TUR,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4666285,Ayhan,Kaan,TUR,gameweek_off,midfielder,5,0.00,0.00
1114209,4666287,Yildiz,Kenan,TUR,gameweek_off,midfielder,7,1.14,0.00
1114209,4666288,Akgun,Yunus,TUR,gameweek_off,midfielder,6,0.01,0.00
1114209,4666289,Aydin,Oguz,TUR,gameweek_off,midfielder,5.5,0.00,0.00
1114209,4666290,Kahveci,Irfan Can,TUR,gameweek_off,midfielder,6.5,0.01,0.00
1114209,4666291,Yilmaz,Baris Alper,TUR,gameweek_off,midfielder,6.5,1.38,0.00
1114209,4666293,Akturkoglu,Kerem,TUR,gameweek_off,forward,8,0.31,0.01
1114209,4666294,Gul,Deniz,TUR,gameweek_off,forward,6,0.07,0.00
1114209,4666297,Ream,Tim,USA,expected,defender,5,0.24,0.00
1114209,4666298,Scally,Joe,USA,unexpected,defender,4.5,0.00,0.00
1114209,4666299,Robinson,Miles,USA,unexpected,defender,5,0.04,0.00
1114209,4666300,Freese,Matt,USA,unexpected,goalkeeper,5,0.62,0.00
1114209,4666301,Richards,Chris,USA,expected,defender,5.5,0.15,0.00
1114209,4666303,Turner,Matt,USA,expected,goalkeeper,5,0.04,0.00
1114209,4666304,McKenzie,Mark,USA,unexpected,defender,5,0.05,0.00
1114209,4666305,Robinson,Antonee,USA,expected,defender,5.5,1.36,0.00
1114209,4666306,Balogun,Folarin,USA,expected,forward,8,2.62,0.06
1114209,4666307,McKennie,Weston,USA,expected,midfielder,6.5,1.61,0.01
1114209,4666310,Pepi,Ricardo,USA,unexpected,forward,7.5,0.00,0.00
1114209,4666311,Tillman,Malik,USA,expected,midfielder,7,0.62,0.01
1114209,4666312,Freeman,Alex,USA,expected,defender,5,1.68,0.01
1114209,4666314,Berhalter,Sebastian,USA,possible,midfielder,5,0.01,0.00
1114209,4666315,Adams,Tyler,USA,expected,midfielder,5,0.32,0.00
1114209,4666316,Arfsten,Max,USA,unexpected,midfielder,6,0.01,0.00
1114209,4666318,Wright,Haji,USA,unexpected,forward,7,0.03,0.00
1114209,4666321,Aaronson,Brenden,USA,unexpected,midfielder,6.5,0.05,0.00
1114209,4666322,Trusty,Auston,USA,unexpected,defender,4.5,0.02,0.00
1114209,4666326,Pulisic,Christian,USA,expected,midfielder,8.5,1.49,0.01
1114209,4666329,Roldan,Cristian,USA,unexpected,midfielder,4.5,0.03,0.00
1114209,4666330,Weah,Timothy,USA,unexpected,midfielder,6,0.17,0.00
1114209,4666331,Reyna,Giovanni,USA,unexpected,midfielder,5.5,0.06,0.00
1114209,4666333,Rochet,Sergio,URU,gameweek_off,goalkeeper,5,1.72,0.00
1114209,4666335,Mele,Santiago,URU,gameweek_off,goalkeeper,4.5,0.01,0.00
1114209,4666336,Muslera,Fernando,URU,gameweek_off,goalkeeper,4.5,0.62,0.00
1114209,4666337,Nunez,Darwin,URU,gameweek_off,forward,8.5,1.47,0.06
1114209,4666338,Araujo,Ronald,URU,gameweek_off,defender,5,0.94,0.00
1114209,4666339,Piquerez,Joaquin,URU,gameweek_off,defender,5,0.01,0.00
1114209,4666340,Caceres,Sebastian,URU,gameweek_off,defender,5,0.09,0.00
1114209,4666341,Olivera,Mathias,URU,gameweek_off,defender,5.5,1.27,0.00
1114209,4666343,Vina,Matias,URU,gameweek_off,defender,5.5,0.02,0.00
1114209,4666344,Ugarte,Manuel,URU,gameweek_off,midfielder,5,0.27,0.00
1114209,4666345,Varela,Guillermo,URU,gameweek_off,defender,5,1.07,0.00
1114209,4666346,Rodriguez,Brian,URU,gameweek_off,midfielder,7,0.01,0.00
1114209,4666347,Pellistri,Facundo,URU,gameweek_off,midfielder,7,0.13,0.00
1114209,4666348,Gimenez,Jose Maria ,URU,gameweek_off,defender,5,0.49,0.00
1114209,4666350,Bentancur ,Rodrigo,URU,gameweek_off,midfielder,5,0.29,0.00
1114209,4666352,Bueno,Santiago,URU,gameweek_off,defender,4.5,0.01,0.00
1114209,4666353,de la Cruz,Nicolas,URU,gameweek_off,midfielder,7.5,0.01,0.00
1114209,4666357,Martinez,Emiliano,URU,gameweek_off,midfielder,4.5,0.02,0.00
1114209,4666358,de Arrascaeta,Giorgian,URU,gameweek_off,midfielder,8,0.06,0.00
1114209,4666359,Sanabria,Juan Manuel ,URU,gameweek_off,defender,5,0.01,0.00
1114209,4666360,Valverde,Federico,URU,gameweek_off,midfielder,7.5,2.90,0.02
1114209,4666361,Araujo,Maxi,URU,gameweek_off,midfielder,6,1.38,0.01
1114209,4666362,Cannobio,Agustin,URU,gameweek_off,midfielder,6,0.01,0.00
1114209,4666363,Aguirre,Rodrigo,URU,gameweek_off,forward,6.5,0.08,0.00
1114209,4666364,Vinas,Federico,URU,gameweek_off,forward,6,1.01,0.01
1114209,4666367,Khamdamov,Dostonbek,UZB,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4666368,Shukurov,Otabek,UZB,gameweek_off,midfielder,5,0.02,0.00
1114209,4666369,Sergeev,Igor,UZB,gameweek_off,forward,5,0.01,0.00
1114209,4666370,Khusanov,Abdukodir,UZB,gameweek_off,defender,4,4.24,0.00
1114209,4666373,Nasrullaev,Sherzod,UZB,gameweek_off,defender,4,0.19,0.00
1114209,4666375,Sayfiev,Farrukh,UZB,gameweek_off,defender,4,0.01,0.00
1114209,4666376,Shomurodov,Eldor,UZB,gameweek_off,forward,5.5,0.60,0.00
1114209,4666377,Alizhonov,Khozhiakbar,UZB,gameweek_off,defender,4,0.16,0.00
1114209,4666379,Fayzullaev,Abbosbek,UZB,gameweek_off,midfielder,5.5,0.04,0.00
1114209,4666381,Yusupov,Utkir,UZB,gameweek_off,goalkeeper,4,1.53,0.00
1114209,4666382,Khamrobekov,Odildzhon,UZB,gameweek_off,midfielder,4.5,0.09,0.00
1114209,4666383,Mozgovoy,Akmal,UZB,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4666384,Ashurmatov,Rustam,UZB,gameweek_off,defender,4,0.35,0.00
1114209,4666385,Abdullaev,Abdulla,UZB,gameweek_off,midfielder,4.5,0.11,0.00
1114209,4666386,Urozov,Jakhongir,UZB,gameweek_off,defender,4,0.01,0.00
1114209,4666387,Ganiev,Aziz,UZB,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4666388,Iskanderov,Jamshid,UZB,gameweek_off,midfielder,5,0.00,0.00
1114209,4666389,Ergashev,Botirali,UZB,gameweek_off,goalkeeper,4,0.01,0.00
1114209,4666390,Eshmurodov,Umar,UZB,gameweek_off,defender,4,0.01,0.00
1114209,4666392,Urunov,Oston,UZB,gameweek_off,midfielder,5.5,0.01,0.00
1114209,4666393,Nematov,Abduvokhid,UZB,gameweek_off,goalkeeper,4,0.03,0.00
1114209,4666394,Amanov,Azizbek,UZB,gameweek_off,forward,4.5,0.11,0.00
1114209,4675933,Hadzikadunic,Dennis,BIH,unexpected,defender,4.5,0.01,0.00
1114209,4675934,Mahmic,Ermin,BIH,possible,midfielder,5,0.00,0.00
1114209,4677068,Widell Zetterstrom,Jacob,SWE,expected,goalkeeper,4,0.09,0.00
1114209,4677069,Smith,Eric,SWE,unexpected,defender,4,0.07,0.00
1114209,4677070,Stroud,Elliot,SWE,expected,midfielder,4.5,0.01,0.00
1114209,4677071,Svanberg,Mattias,SWE,unexpected,midfielder,4.5,0.04,0.00
1114209,4677072,Ali,Taha,SWE,unexpected,midfielder,5,0.01,0.00
1114209,4677249,Smith,Tommy,NZL,gameweek_off,defender,4,0.01,0.00
1114209,4677250,Pijnaker,Nando,NZL,gameweek_off,defender,4,0.01,0.00
1114209,4680508,Nagatomo,Yuto,JPN,unexpected,defender,4.5,0.00,0.00
1114209,4680509,Shiogai,Kento,JPN,unexpected,forward,6,0.06,0.00
1114209,4680510,Risser,Robin,FRA,unexpected,goalkeeper,5.5,0.01,0.00
1114209,4680511,Penders,Mike,BEL,unexpected,goalkeeper,4.5,0.01,0.00
1114209,4680512,Moreira,Diego,BEL,unexpected,midfielder,5.5,0.01,0.00
1114209,4680513,Fernandez-Pardo,Matias,BEL,unexpected,forward,6.5,0.07,0.00
1114209,4680514,Lee,Gi-hyuk,KOR,gameweek_off,defender,4,0.77,0.00
1114209,4680515,Castrop,Jens,KOR,gameweek_off,midfielder,4.5,0.02,0.00
1114209,4680516,Lee,Dong-gyeong,KOR,gameweek_off,midfielder,5,0.00,0.00
1114209,4680517,Pierre,Woodensky,HAI,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4680518,Simon,Dominique,HAI,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4680519,Joseph,Lenny,HAI,gameweek_off,forward,5,0.00,0.00
1114209,4680520,Guiagon,Parfait,CIV,unexpected,midfielder,5.5,0.00,0.00
1114209,4680521,Bonny,Ange-Yoan,CIV,expected,forward,6,0.81,0.06
1114209,4680522,Chamakh,Abdelmouhib,TUN,gameweek_off,goalkeeper,4,0.10,0.00
1114209,4680523,Ben Hessen,Sabri,TUN,gameweek_off,goalkeeper,4,0.03,0.00
1114209,4680524,Arous,Adem,TUN,gameweek_off,defender,4.5,0.01,0.00
1114209,4680525,Chikhaoui,Raed,TUN,gameweek_off,defender,4,0.01,0.00
1114209,4680526,Khedira,Rani,TUN,gameweek_off,midfielder,4.5,0.57,0.00
1114209,4680527,Ayari,Khalil,TUN,gameweek_off,midfielder,5,0.01,0.00
1114209,4680528,Elloumi,Rayan,TUN,gameweek_off,forward,5,0.02,0.00
1114209,4681807,Weverton,Weverton,BRA,unexpected,goalkeeper,5.5,0.01,0.00
1114209,4681809,Pereira,Leo,BRA,unexpected,defender,5.5,0.02,0.00
1114209,4681810,Santos,Danilo,BRA,unexpected,midfielder,5.5,0.02,0.00
1114209,4681811,Rayan,Rayan,BRA,expected,midfielder,6.5,0.13,0.01
1114209,4681812,Da Costa,Nuno,CPV,unexpected,forward,4.5,0.24,0.00
1114209,4681813,Wiegele,Florian,AUT,unexpected,goalkeeper,4,0.14,0.00
1114209,4681814,Affengruber,David,AUT,unexpected,defender,4,0.04,0.00
1114209,4681815,Schopf,Alessandro,AUT,unexpected,midfielder,4.5,0.06,0.00
1114209,4681816,Kotarski,Dominik,CRO,unexpected,goalkeeper,4.5,0.00,0.00
1114209,4681817,Hyam,Dominic,SCO,gameweek_off,defender,4,0.11,0.00
1114209,4681818,Stewart,Ross,SCO,gameweek_off,forward,4.5,0.82,0.00
1114209,4681819,Fassnacht,Christian,SUI,unexpected,midfielder,5,0.00,0.00
1114209,4681820,Itten,Cedric,SUI,unexpected,forward,5.5,0.00,0.00
1114209,4682331,Nmecha,Felix,GER,expected,midfielder,5.5,4.40,0.03
1114209,4682332,Amiri,Nadiem,GER,unexpected,midfielder,5.5,0.00,0.00
1114209,4682333,Leweling,Jamie,GER,unexpected,midfielder,6,0.01,0.00
1114209,4682334,Neuer,Manuel,GER,expected,goalkeeper,6,8.57,0.04
1114209,4684646,Tangvik,Sander,NOR,unexpected,goalkeeper,5,0.01,0.00
1114209,4684647,Langas,Sondre,NOR,unexpected,defender,5,0.00,0.00
1114209,4684648,Falchener,Henrik,NOR,unexpected,defender,5,0.01,0.00
1114209,4684649,Aursnes,Fredrik,NOR,expected,midfielder,5.5,0.00,0.00
1114209,4684650,Toney,Ivan,ENG,unexpected,forward,7.5,0.02,0.00
1114209,4684651,Spence,Djed,ENG,possible,defender,6,0.06,0.00
1114209,4684652,Quansah ,Jarell,ENG,expected,defender,6,0.06,0.00
1114209,4684653,O'Reilly,Nico,ENG,expected,defender,6.5,10.41,0.05
1114209,4684654,Mainoo,Kobbie,ENG,unexpected,midfielder,5.5,0.02,0.00
1114209,4684655,Garcia,Eric,ESP,unexpected,defender,6,0.04,0.00
1114209,4684656,Pubill,Marc,ESP,unexpected,defender,6,0.02,0.00
1114209,4684657,Gavi,Gavi,ESP,possible,midfielder,6.5,0.05,0.00
1114209,4684658,Munoz,Victor,ESP,unexpected,midfielder,6.5,0.03,0.00
1114209,4684659,Ditta,Willer,COL,unexpected,defender,5,0.01,0.00
1114209,4684660,Hernandez,Cucho,COL,unexpected,forward,7,0.06,0.00
1114209,4685047,Tagnaouti,Ahmed Reda,MAR,unexpected,goalkeeper,4,0.04,0.00
1114209,4685048,Diop,Issa,MAR,expected,defender,5,0.47,0.00
1114209,4685049,Halhal,Redouane,MAR,unexpected,defender,4.5,0.01,0.00
1114209,4685050,El Mourabet,Samir,MAR,unexpected,midfielder,5,0.00,0.00
1114209,4685051,Bouaddi,Ayyoub,MAR,expected,midfielder,5,0.33,0.00
1114209,4685052,Talbi,Chemsdine,MAR,unexpected,midfielder,6.5,0.01,0.00
1114209,4685053,Yassine,Gessime,MAR,unexpected,midfielder,6,0.01,0.00
1114209,4685054,Amaimouni,Ayoube,MAR,unexpected,midfielder,5.5,0.01,0.00
1114209,4685055,Dest,Sergiño,USA,expected,defender,5,5.56,0.00
1114209,4685056,Brady,Chris,USA,unexpected,goalkeeper,4.5,0.01,0.00
1114209,4685057,Zendejas,Alex,USA,unexpected,midfielder,5.5,0.00,0.00
1114209,4685058,Farina,Edgardo,PAN,gameweek_off,defender,4,0.04,0.00
1114209,4685590,Roefs,Robin,NED,unexpected,goalkeeper,4.5,0.05,0.00
1114209,4685591,de Roon,Marten,NED,unexpected,midfielder,5,0.00,0.00
1114209,4685592,Til,Guus,NED,unexpected,midfielder,6,0.00,0.00
1114209,4685593,Summerville,Crysencio,NED,expected,midfielder,6,1.97,0.06
1114209,4685594,Makhanya,Olwethu,RSA,bench,defender,4,0.01,0.00
1114209,4685595,Cross,Bradley,RSA,bench,defender,4,0.02,0.00
1114209,4685596,Sebelebele,Kamogelo,RSA,bench,defender,4,0.06,0.00
1114209,4685597,Medina,Facundo,ARG,expected,defender,5.5,1.30,0.00
1114209,4686346,Benbout,Oussama,ALG,expected,goalkeeper,4,0.05,0.00
1114209,4686347,Mastil,Melvin,ALG,unexpected,goalkeeper,4,0.04,0.00
1114209,4686348,Chergui,Samir,ALG,unexpected,defender,4.5,0.00,0.00
1114209,4686349,Ghedjemis,Fares,ALG,unexpected,midfielder,5,0.01,0.00
1114209,4686350,Titraoui,Yassine,ALG,unexpected,midfielder,4.5,0.01,0.00
1114209,4686351,Benbouali,Nadhir,ALG,unexpected,forward,5,0.01,0.00
1114209,4686352,Sojka,Alexandr,CZE,gameweek_off,midfielder,4.5,0.06,0.00
1114209,4686353,Stanek,Jindrich,CZE,gameweek_off,goalkeeper,4,0.05,0.00
1114209,4686354,Visinsky,Denis,CZE,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4686355,Sochurek,Hugo,CZE,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4686356,Hlozek,Adam,CZE,gameweek_off,midfielder,5.5,0.03,0.00
1114209,4686357,Martinez,Guillermo,MEX,unexpected,forward,6,0.00,0.00
1114209,4686358,Cho,Wi-je,KOR,gameweek_off,defender,4,0.01,0.00
1114209,4686359,Jones,Alfie,CAN,bench,defender,4,0.03,0.00
1114209,4686360,Fletcher,Tyler,SCO,gameweek_off,midfielder,4.5,0.04,0.00
1114209,4686361,Beach,Patrick,AUS,expected,goalkeeper,4,1.62,0.00
1114209,4686362,Trewin,Kai,AUS,unexpected,midfielder,4.5,0.02,0.00
1114209,4686363,Devlin,Cammy,AUS,unexpected,midfielder,4.5,0.01,0.00
1114209,4686364,Okon-Engstler,Paul,AUS,expected,midfielder,4.5,0.10,0.00
1114209,4686365,Leckie,Mathew,AUS,injured,midfielder,5.5,0.01,0.00
1114209,4686366,Volpato,Cristian,AUS,expected,midfielder,5,0.06,0.00
1114209,4686367,Toure,Mohamed,AUS,expected,forward,6,1.33,0.00
1114209,4686368,Yengi,Tete,AUS,unexpected,forward,5,0.01,0.00
1114209,4686369,Alcivar,Jordy,ECU,unexpected,midfielder,4.5,0.03,0.00
1114209,4686370,Medina,Yaimar,ECU,unexpected,defender,4.5,0.01,0.00
1114209,4686371,Valencia,Anthony,ECU,unexpected,midfielder,5,0.00,0.00
1114209,4686372,Johansson,Herman,SWE,unexpected,midfielder,4.5,0.05,0.00
1114209,4686373,Dunga,Nabil,EGY,unexpected,midfielder,4.5,0.04,0.00
1114209,4686374,Hafez ,Karim,EGY,unexpected,defender,4,0.06,0.00
1114209,4686375,Alaa,Mohamed,EGY,unexpected,goalkeeper,4,0.06,0.00
1114209,4686376,Soliman,El Mahdi ,EGY,unexpected,goalkeeper,4,0.05,0.00
1114209,4686377,Ziko,Mostafa,EGY,expected,midfielder,5,0.41,0.00
1114209,4686378,Abdelkarim,Hamza,EGY,unexpected,forward,5,0.02,0.00
1114209,4686379,Abu Al-Shamat,Mohammed,KSA,gameweek_off,defender,4,0.04,0.00
1114209,4686380,Al-Johani,Ziyad,KSA,gameweek_off,midfielder,4.5,0.02,0.00
1114209,4686381,Boushal,Nawaf,KSA,gameweek_off,defender,4.5,0.00,0.00
1114209,4686382,Thakri,Jehad,KSA,gameweek_off,defender,4,0.08,0.00
1114209,4686383,Al-Harbi,Moteb,KSA,gameweek_off,defender,4.5,0.01,0.00
1114209,4686384,Mandash,Sultan,KSA,gameweek_off,midfielder,5,0.00,0.00
1114209,4686385,Hejji,Alaa,KSA,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4686386,Al-Ghannam,Khalid,KSA,gameweek_off,midfielder,5,0.04,0.00
1114209,4686387,Zalazar,Rodrigo,URU,gameweek_off,midfielder,6.5,0.02,0.00
1114209,4686388,Saadoon,Mustafa,IRQ,gameweek_off,defender,4,0.03,0.00
1114209,4686389,Yakob,Kevin,IRQ,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4686390,Ismail,Zaid,IRQ,gameweek_off,midfielder,4.5,0.04,0.00
1114209,4686391,Qasem,Ahmed,IRQ,gameweek_off,midfielder,5,0.00,0.00
1114209,4686392,Razzaghinia,Amirmohammad,IRN,gameweek_off,midfielder,4.5,0.02,0.00
1114209,4686393,Eiri,Danial,IRN,gameweek_off,defender,4,0.01,0.00
1114209,4686496,Uzun,Can,TUR,gameweek_off,midfielder,6,0.01,0.00
1114209,4686497,Sapoko Ndiaye,Bara,SEN,unexpected,midfielder,5,0.01,0.00
1114209,4686498,Olveira,Gaston,PAR,unexpected,goalkeeper,4,0.14,0.00
1114209,4686499,Maidana,Alexandro,PAR,possible,defender,4,0.03,0.00
1114209,4686500,Canale,Jose,PAR,unexpected,defender,4,0.03,0.00
1114209,4686501,Mumin,Abdul,GHA,unexpected,defender,4,0.07,0.00
1114209,4686502,Baba,Abdul Rahman ,GHA,unexpected,defender,4.5,0.01,0.00
1114209,4686503,Luckassen,Derrick,GHA,expected,defender,4,0.05,0.00
1114209,4686504,Boakye,Augustine,GHA,unexpected,midfielder,5,0.00,0.00
1114209,4686505,Laye,Issa,QAT,gameweek_off,defender,4.5,0.01,0.00
1114209,4686506,Al-Hussain,Al-Hashmi,QAT,gameweek_off,defender,4,0.08,0.00
1114209,4686507,Boudiaf,Karim,QAT,gameweek_off,midfielder,4.5,0.61,0.00
1114209,4686508,Al-Oui,Ayoub,QAT,gameweek_off,defender,4.5,0.01,0.00
1114209,4686509,Mohammed Jamshid,Tahsin,QAT,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4686510,Al-Mannai,Mohamed,QAT,gameweek_off,midfielder,4.5,0.14,0.00
1114209,4686511,Karimov,Bekhruz,UZB,gameweek_off,defender,4,0.19,0.00
1114209,4686512,Ulmasaliev,Avazbek,UZB,gameweek_off,defender,4,0.14,0.00
1114209,4686513,Esanov,Sherzod,UZB,gameweek_off,midfielder,4.5,0.11,0.00
1114209,4686514,Badawi,Anas,JOR,gameweek_off,defender,4,0.16,0.00
1114209,4686515,Azaizeh,Ali,JOR,gameweek_off,midfielder,4.5,0.14,0.00
1114209,4686516,Jurkas,Mladen,BIH,unexpected,goalkeeper,4,0.80,0.00
1114209,4687280,Ederson,Ederson,BRA,unexpected,midfielder,5.5,0.01,0.00
1114209,4687281,Ouedraogo,Assan,GER,unexpected,midfielder,5.5,0.01,0.00
1114209,4687282,Maknzi,Ahmed,IRQ,gameweek_off,defender,4,0.16,0.00
1114209,4687614,Taha,Mohammad,JOR,gameweek_off,defender,4,0.34,0.00
1114209,4688051,Saadane,Marwane,MAR,unexpected,defender,4.5,0.00,0.00
1114209,4688052,Sbai,Amine,MAR,unexpected,midfielder,5,0.00,0.00
1114209,4688053,Ljubicic,Dejan,AUT,unexpected,midfielder,4.5,0.14,0.00
1114209,4692465,Jiyanov,Ruslanbek,UZB,gameweek_off,midfielder,4.5,0.04,0.00
1114209,4692466,Chalobah ,Trevoh,ENG,unexpected,defender,6,0.01,0.00
